compelled,2
examples,3
"relatedness,",1
action.,1
"entertained,",1
blame,1
hearer.,1
(4),4
causative,1
"inherence,",1
primary;,1
cause).,1
especially,1
(5),1
search,5
"ceases,",1
coming,15
step,6
conducted,1
problem.,2
come?',1
'to,1
money,1
wherewith,1
pay,1
debt,1
thereby,2
right.',1
efficient,5
final,7
full,5
came.,1
reasons,1
"respect,",1
"exemplified,",1
attained,1
exterior,2
four,5
attribute?',1
figure.',1
"reason,",4
(6),1
sinks,1
indeterminate,3
"manifold,",1
tends,1
determinate.,1
manifold,1
"unintelligible,",1
"determinate,",1
intelligible:,1
intelligible,1
demonstrable:,1
relative,1
correlative,1
increase,2
"concomitantly,",1
fuller,1
(7),1
teaches,2
preferable,1
universal.,8
additional,4
preferring,1
argument:,1
(8),1
approaches,1
accurate,4
"derived,",1
closely,2
dependent.,1
closer,1
"dependence,",1
render,1
"arguments,",1
clearest,1
indication,2
precedence,1
"propositions,",1
"posterior,",3
potential,2
potentially,2
isosceles',1
actually.,1
intelligible;,1
issues,1
25,1
preceding,2
defence,1
superiority,3
excels,1
ceteris,2
paribus,2
fewer,7
short,1
speedily,1
"acquired,",1
desideratum.,1
set,6
(in,5
"proof),",1
proof);,1
operating,1
inferior.,1
"negative,",5
rule:,2
"expands,",1
proof.,3
"expanded,",1
interposed.,1
interpose,1
affirmatively,3
negatively,2
a;,2
prosyllogisms,1
extremes;,1
"certain,",1
denies:,1
(since,4
explains,1
denial,1
"denial,",1
being).,1
sine,1
26,1
direct.,1
impossibility;,1
"questioned,",1
proofs:,1
falsity,1
"obvious,",1
"being,",2
'no,2
a',2
destructive,1
impossibile,1
antecedents,1
contrary:,1
constituents,2
"whole,",2
"something,",2
27,1
exact,4
"harmonics,",1
"pr,operties",1
substratum;,1
constituted,5
requires,1
elements.,2
'additional,1
elements',1
"position,",2
position;,1
element.,1
28,1
domain,1
entities,1
parts,1
verified,3
conclusions:,1
homogeneous.,1
29,1
cohering,1
severally,5
series.,1
"change,",1
alteration,2
feeling,1
"pleasure,",1
relaxation.,1
pleased,1
suffers,3
alters,1
changes.,1
"falsehood,",1
feel,1
pleasure,1
"relax,",1
relax,1
change.,2
"different,",2
worth,1
investigating,1
varying,1
30,1
chance,5
conjunctions;,1
conjunctions,3
general,13
two;,1
general.,1
31,1
act,8
faculty,2
such',1
perceive,3
time:,1
"perceive,",1
'this',2
'now';,1
everywhere.,1
"seeing,",1
"imperceptible,",1
obtain,1
perception:,2
"nay,",1
looking,2
say),1
saw,3
earth,9
shutting,2
sun's,2
"light,",3
eclipse:,1
"eclipse,",8
watching,1
recurrence,1
event,12
"might,",3
tracking,1
elicited,2
precious,2
perceptions,1
given.),1
"perception,",1
explanation,2
failure,4
vision,1
"inquiry,",1
seeing;,1
pores,2
glass,1
light,6
passing,1
"through,",1
kindling,1
intuit,1
32,1
"nevertheless,",2
falsehoods,2
principles:,1
"coexist,",1
'justice,2
"injustice',",1
cowardice';,1
'man,2
"horse',",1
ox';,1
"greater',",1
less.',1
principles,1
"follows,",1
confining,1
conclusions.,3
generically,6
transferable;,1
"points,",1
position.,1
transferred,1
fit,1
"mean,",2
quanta,1
qualia,1
achieved,2
"conclusions,",2
formed,3
"indefinite,",3
finite;,1
lastly,1
variable.,1
"said,",4
'these,1
"calculation,",2
medicine';,1
truths?,1
"absurd,",1
identified,1
identity.,1
mass,2
drawn.,2
exceedingly,1
"naive,",1
"analysis,",1
premiss:,1
provide,1
argued,1
generically.,1
"kinds,",1
peculiar.,1
33,1
"connexions,",1
otherwise.,2
"did,",2
rational,3
intuition,7
"intuition,",2
"'true',",1
otherwise:,1
view,3
fits,1
observed,2
"facts,",1
"unstable,",1
described,3
"besides,",2
thinks,4
opines,5
otherwise;,1
chooses,1
"opine,",1
train,1
reached;,1
opine,3
grasps,2
"place,",2
apprehends,2
subjects',1
genuine,4
"obtained,",1
alone.,1
identical;,2
leads,1
embrace,1
"doctrines,",1
particularly,1
"'identical',",1
cannot.,1
side,5
absurd:,1
opinions,1
same:,1
definable,33
differ.,1
similar.,1
apprehension,6
"of,",3
'animal',2
man's,4
opinion:,1
"judgements,",1
differs.,2
simultaneously;,1
apprehend,5
co,1
"explained,",1
person.,1
"apprehending,",1
consideration,1
modes,1
thinking,3
distribution,1
heads,1
discursive,1
"thought,",1
"art,",1
practical,1
"wisdom,",1
metaphysical,1
"thinking,",1
partly,2
moral,1
philosophy.,1
34,1
quick,1
wit,1
hitting,1
instantaneously.,1
exemplified,3
her,5
bright,2
turned,2
"sun,",1
quickly,1
grasped,2
she,2
borrows,1
him;,1
somebody,1
conversation,1
wealth,1
divined,1
borrowing,1
"money,",1
friendship,1
sprang,1
enmity.,1
'bright,1
"sunward',",1
'lighted,2
"sun',",1
sun',1
'having,1
"light',",1
ii,1
know.,1
four:,1
complex,2
"whether,",2
sun,5
asking,6
inquiry,3
discovery,1
suffer,4
this;,1
inquire,5
reason;,1
"as,",4
eclipsed,6
earthquake,2
"progress,",1
inquire.,1
"concerned,",1
ask;,1
"ask,",2
centaur,1
god.,1
not',1
qualification';,1
[e.g.],1
white'.),1
ascertained,3
"asking,",1
"'what,",3
god?',1
'what,8
man?'.,1
"these,",1
consists.,1
'middle';,1
partial,4
proceeding,1
'middle',10
"eclipse?',",1
"wax?',",1
being;,1
attribute:,1
"whereas,",2
night,1
thing.),1
is:,1
seek,2
inquiries.,1
eclipse?',4
producing,1
"moon?',",1
cause?,3
"qualification,",1
accident,4
middle'.,1
sense),1
"inequality,",1
interposition.,2
identical:,1
privation,2
moon's,3
earth',1
reply,1
earth's,8
out'.,1
concord?,1
numerical,2
ratio,3
high,3
low,3
"note',",1
substitute,1
note,2
concordant?,1
ratio.',1
concordant?',1
commensurate?';,1
"commensurate,",4
ratio?'.,1
sensible,1
'middle':,1
"inquire,",1
perceived,1
"causing,",1
eclipse.,1
inquiring,4
simultaneously.,1
enabled,1
too;,1
"evident,",3
screening,1
"maintain,",1
is;,2
less.,1
'middle'.,1
reduced,1
difficulties,1
"raise,",1
beginning,1
intimately,1
"remarks,",1
doubt,2
felt,1
"relation,",1
urged,1
held,1
universal;,1
angles'.,1
it:,1
"could,",1
stop,1
sufficiently,1
convince,1
difference;,1
then?,1
covers,1
follow:,2
endless;,1
same?,1
definable?,1
"none,",2
evidently,2
"odd,",3
likewise.,1
another;,2
plane,2
plane.,1
reveals,2
whole.,2
emerges,2
definable;,2
part.,1
"much,",1
stage,1
recent,1
grounds:,1
essence.,4
"definition,",8
connecting,1
c's,3
"essence,",3
duplicated,1
appear,2
generalize,1
aught,1
"syllogize,",1
"prove,",1
ought,1
"investigate,",1
illustrates,1
discussion.,1
soul,5
beg,1
begging,1
contend,1
"life,",1
life,2
moving,3
human,3
"inference,",1
begged,2
"nor,",2
"logic,",1
division,18
characterization,1
premising,2
facts:,1
little,1
"concession,",1
respondent,1
definer,1
asks,1
inanimate?',1
presented,1
exhaustive,1
terrestrial,3
"aquatic,",1
terrestrial.,1
"formula,",3
"assumption,",1
comprises,1
few.,1
(indeed,1
such.),1
form?,1
guarantee,2
"addition,",2
omission,4
determinant,1
being?,1
champion,1
lapses,1
solve,1
postulating,1
uninterrupted,1
sequence,1
nothing;,1
fulfil,1
divided,1
"stage,",1
omitted;,1
dividendum,2
(ultimately),1
specific,1
division.,3
"reply,",1
inference;,1
absurdity,1
"division,",3
et,1
alleged,1
open,2
invite,1
man?',1
divider,1
"'animal,",1
"mortal,",1
"footed,",1
wingless';,1
"'why?',",1
"thinks,",1
mortal,1
immortal:,1
entirety,2
definition;,2
"hypothetically,",1
nature;,2
synthesis,6
thing;,2
obtaining,1
too?,1
syllogizing,1
"part),",1
posited.,1
defend,2
conforming,2
doubts,1
express,1
begs,1
evil,2
"divisible,",3
good,5
indivisible,2
indivisible.,3
form.,2
'but,1
"form',",1
"admit,",1
'that';,1
"convertible,",1
"terrestrial,",1
ensure,1
grammatical,2
nature?,3
establish,2
"exception,",1
presumably,1
appeal,1
pointing,2
"finger,",1
remains?,1
way:,1
exists;,1
phrase,2
'goat,1
stag',1
goat,1
stag,1
exists?,1
"process,",1
exhibits,2
exists,5
thing?,1
essence;,1
proves.,1
triangle?,1
exists.,5
moreover,3
"use,",1
exists:,1
equidistant,1
"centre,",1
named,2
exist?,2
"why,",1
circle?,1
mountain,1
copper.,1
define:,1
"name,",3
words,2
signifies.,2
consequence;,1
existents,1
signified,1
sentences,1
sentence,1
talking,1
iliad,1
definition:,2
thing:,1
"neither,",1
revealing,1
reveal,1
meaning.,1
appears,1
"anything,",1
afresh,1
none.,1
indemonstrable.,1
examined,1
property;,1
natures,2
amount,1
aware,6
dawn,1
"simultaneously,",1
sooner,1
apprehending,2
thunder,4
noise,3
"clouds,",2
awareness,1
got,1
unaware,1
nothing.,1
whenever,1
difficulty.,1
determined,1
screen.,2
occurred.,3
condition;,1
necessitates:,1
"answer,",1
together;,1
example:,3
shadows,2
visible,1
body,2
intervenes,1
her.,1
spite,1
intervening,1
"body,",1
"eclipsed,",2
"screen,",1
rotation,1
extinction?,1
"examples,",1
thunder?',2
quenching,3
"cloud',",2
quenched,4
equivalent.,1
"cloud,",2
"thunder,",1
fire.,1
"noise,",1
remaining,3
discovered,1
exhibited.,1
demonstrated;,1
preliminary,2
discussions.,1
"themselves,",1
"arithmetician,",1
unit.,1
explained),1
"'middle',",1
itself;,1
nominal,1
tells,1
'triangular,1
character'.,1
difficult,1
"conjunction,",2
"iliad,",1
"proving,",1
quasi,1
differing,3
arrangement,2
"thunders,",1
thunder;,1
"clouds',",1
clouds'.,1
form:,1
continuous,2
immediates,1
discussion,1
meanings,1
necessitates,4
"consequent,",1
minimum,2
necessarily.,2
this.,2
angle,4
semicircle,2
angle?,2
half,3
semicircle.,1
"semicircle,",1
b=a,1
"c,=b,",1
angle.,2
athenians,1
persian,1
war?',1
originated,2
waging,1
war,3
athenians?',1
raided,1
sardis,1
"eretrians',",1
war.,1
"war,",2
unprovoked,2
"raiding,",2
athenians.,1
"athenians,",2
men,2
unjust,1
aggressor.,1
waged,1
initial,2
"aggressors,",1
aggressors.,1
walk,2
supper?,1
sake,1
health.,3
house,5
preservation,1
goods.,1
preservation.,1
supper,2
"supper,",1
regurgitation,3
"food,",2
preventing,1
food,1
rising,1
orifice,1
"stomach,",1
healthy;,1
seems,1
"walk,",1
"what,",2
c?,2
food;,1
explained,2
"transposed,",1
detail,1
clearer.,1
"incidentally,",1
reverse,1
cause:,2
teleological,1
necessitated,1
shines,1
lantern,1
small,1
particles,2
passes,1
issue,2
penetration,1
"end,",4
stumbling.,1
hiss,1
roar,1
"fire,",1
"designed,",1
pythagoreans,1
threat,1
terrify,1
lie,2
tartarus?,1
mostly,2
products,2
"'nature',",1
accordance,1
"tendency,",1
constraint,1
stone,1
borne,1
upwards,1
"downwards,",1
intelligence,1
statue;,1
health,1
"safety,",1
(though,1
production,1
originate,2
"chance,",2
"good),",1
art.,1
end.,1
occurrence,4
past,17
"future,",2
"existent,",1
"past,",2
future,8
future.,3
"intervened,",1
becoming,1
"intervening,",1
"intervene,",1
intervenes.,1
ice,2
solidified,1
"water,",2
"solidified,",1
heat.,1
attributed,1
"solidification,",1
"occurring,",1
"occurred,",8
"becoming,",1
exist;,1
simultaneous?,1
effects,1
"succession,",1
it?,1
(and,1
origin,1
"event),",1
(we,1
occurred,4
subsequently,1
future),1
"because,",1
subsequent,1
"event,",1
occurred;,2
"events,",2
events;,1
"homogeneous,",1
extremes,2
existent;,1
indefinite,1
"definite,",1
during,1
together,1
occurring,1
event.,1
"suggest,",1
"'contiguous',",4
'contiguous'.,2
atomic;,1
'contiguous',3
analogous,1
"point,",2
events.,1
receive,1
explicit,1
treatment,1
suffice,1
consecutive,1
events:,1
premiss;,1
occurred:,1
prior;,1
starting,2
present.,1
previously,2
intervene,1
consisting,1
"too,",2
divisibility,1
"urged,",1
world,1
"built,",2
blocks,3
quarried,1
shaped.,1
built,2
"laid,",1
laid,1
shaped,2
beforehand.,1
beforehand;,1
house.,1
"reciprocal,",1
conversion,1
reciprocity,1
convertibility,1
early,1
"chapters,",1
moistened,1
exhalation,2
"rise,",1
risen,1
cloud,2
formation,2
rain,2
resulted,1
moistened:,1
completed;,1
case);,1
grow,1
"beard,",1
rule.,3
rule;,1
embody,2
derive,1
adopted,1
tracing,1
"triad,",5
triad,10
numbers,1
(inhering,1
"pentad),",1
extend,1
triad;,1
pentad,1
"select,",1
collectively,2
coextensive,3
"senses,",1
"divisors,",1
term:,1
"apply,",1
dyad,2
"collectively,",1
above',1
select,3
constitutes,1
argument.,1
nameless.,1
"triads,",1
characterizing,2
exhibited,1
author,1
divide,2
infimae,4
endeavour,1
seize,1
subaltern,2
quantity,1
"species,",7
working,1
differentiae.,1
compounded,1
species;,1
infirma,1
divisions,1
useful,1
accessory,1
method.,1
collecting,1
show.,1
matters,1
tame,1
tame.,1
'animal,1
tame',1
(or,1
construction),1
"constituted,",1
avoiding,1
lower,2
"divisions,",1
division:,1
winged,4
split,1
differentiation,4
belongs.,1
falls.,1
animal;,1
bird,2
"bird,",2
fish,1
fish.,1
omitted:,2
"differentiae,",1
fallacy:,1
precludes,1
"identity,",2
essentially.,1
exhaust,1
seeks,1
presence,4
them;,1
predicated.,1
reaches,1
substance.,1
exhausts,1
sides.,1
establishing,1
keep,1
view:,1
"order,",1
feasible,1
topic,2
accident.,1
ensured,1
"excluded,",1
on.,1
divisible,2
exhaustively,1
"reached,",1
soon,1
concrete,2
"totality,",1
totality,2
admits,1
superfluous,1
"lacking,",1
differentia.,1
"included,",1
differentia;,1
admit,2
resume,1
investigation:,1
observing,1
"individuals,",1
common.,1
set.,1
members,2
results,2
persevere,1
"more,",1
definiendum,1
illustrate,3
pride,1
proud,1
common;,1
alcibiades,2
"proud,",2
achilles,2
ajax,2
intolerance,1
insult;,1
drove,1
"wrath,",1
suicide.,1
"lysander,",1
"socrates,",1
indifference,1
"fortune,",1
equanimity,1
amid,1
vicissitudes,1
impatience,1
dishonour.,1
pride.,1
commensurate:,1
physician,1
prescribe,1
healthy,1
"eye,",1
eyes,1
eye.,1
easier,1
equivocation,1
readily,1
detected,1
perspicuity,2
inferential,1
movement,1
demonstrations;,1
attain,1
collect,3
similarity,1
restricted,1
colours,2
figures;,1
"acuteness,",1
careful,1
avoidance,1
equivocation.,1
disputation,1
"metaphors,",1
metaphors,1
metaphorical,1
expressions,1
precluded,1
metaphors.,1
formulate,1
wish,1
analyses,1
divisions.,1
selection,2
laying,1
investigation,1
"animals,",3
"established,",1
classes,1
subgenus,1
"on,",1
subgenus.,1
enable,1
subgenera,2
horse,1
reason:,1
throughout,1
applies.,1
traditional,1
"names,",1
confine,1
considering,1
"observe,",1
what.properties,1
horned,2
animals,3
stomach,1
row,1
teeth.,1
horns,1
attach?,1
analogy:,1
squid's,1
"pounce,",1
fish's,1
"spine,",1
animal's,1
"bone,",1
although,1
osseous,1
'reciprocal,1
replacement',1
concerning,1
manifestation.,1
"echo,",1
"reflection,",1
rainbow:,1
"generically,",1
repercussion;,1
different.,2
nile,1
rise,1
month?,1
close,1
month,2
stormy.,1
stormy,1
close?,1
waning.,1
present;,1
plant,4
sheds,1
broad,9
"leaves,",3
"case,",1
"argue,",1
"present,",3
phenomena,1
leaves;,1
logically,2
illustrate:,1
deciduous,6
vine.,2
leaved,1
"deciduous),",3
(every,2
vine,5
leaves);,1
deciduous.,4
"leaved,",1
"deciduous,",2
leaves):,1
"effect,",3
interposition),1
bare,1
versa.,1
respectively.,1
"may,",1
suggest,1
convertible.,1
"supposing,",1
trees,1
coagulation,5
"sap,",1
tree,3
different?,1
impossible?,1
symptom,1
regarded,1
demanding,1
correspond,1
"extremes,",1
involving,1
increment.,1
likeness,2
colour,2
figure;,1
ratios,1
perceiving,1
sort.,1
requiring,1
analogy,1
analogous.,1
"severally,",1
external,2
"are),",1
angles).,1
"reciprocates,",1
major;,1
incidentally,1
"vine,",1
vine;,1
"fig,",1
fig:,1
"proximate,",1
sap,2
major:,1
junction,1
leaf,1
stalk,1
stem,1
defines,1
inter,1
"demanded,",1
following.,1
"totality),",1
extends,1
d:,1
b's,2
d?,2
united,2
able,1
predicated?,1
look,1
for.,1
longevity,1
quadrupeds,1
"bile,",1
birds,1
dry,1
constitution,1
certainly,1
"once,",1
property's,1
species?,1
"manifested,",1
subject's,1
formally:,1
itself.,1
"produce,",1
raising,1
respect,1
both;,1
states,4
innate,4
birth;,1
apprehensions,1
notice,1
basis,1
"birth,",1
capacity,2
"sort,",1
rank,1
accuracy,1
states.,1
congenital,1
discriminative,1
impression,3
"persist,",1
persistence,3
"perceiving,",1
persists;,1
soul:,2
frequently,2
repeated,2
arises,1
impressions,1
develop,1
power,1
systematizing,1
"memory,",1
memories,2
experience;,1
experience.,1
experience,1
stabilized,1
skill,2
craftsman,1
rout,1
battle,1
stopped,1
restored.,1
process.,1
restate,1
"already,",1
insufficient,1
clearness.,1
indiscriminable,1
"stand,",1
earliest,1
content,1
callias.,1
rudimentary,1
cease,1
"concepts,",1
established:,1
generalization.,1
induction;,1
implants,1
inductive.,1
unfailingly,1
knowable,1
discursive.,1
truer,1
"knowledge.if,",1
